City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
5,Bredasdorp,ZA,65.52,light rain,-34.5322,20.0403,Bredasdorp Country Manor
6,Georgetown,MY,79.9,few clouds,5.4112,100.3354,Cititel Penang
8,Mabaruma,GY,84.45,overcast clouds,8.2,-59.7833,Monty Brooms Guest House
9,Victoria,HK,66.25,overcast clouds,22.2855,114.1577,Mini Hotel Central
10,Tuskegee,US,73.22,broken clouds,32.424,-85.6916,Macon Motel
11,Marawi,PH,65.64,overcast clouds,7.9986,124.2928,Derogongan Residence
12,Ponta Do Sol,PT,65.03,overcast clouds,32.6667,-17.1,Hotel do Campo
15,Anloga,GH,84.42,scattered clouds,5.7947,0.8973,Pin Drop Hotel
18,Marsh Harbour,BS,75.7,clear sky,26.5412,-77.0636,Abaco Beach Resort
19,Calama,CL,79.29,overcast clouds,-22.4667,-68.9333,Diego De Almagro Calama
20,Sumbe,AO,77.83,overcast clouds,-11.2061,13.8437,Hotel Ritz Sumbe
21,Mahebourg,MU,79.09,few clouds,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
23,Cape Town,ZA,69.28,light rain,-33.9258,18.4232,Southern Sun Waterfront Cape Town
25,Castro,BR,80.69,few clouds,-24.7911,-50.0119,CHACARA BAILLY
26,Tibati,CM,85.84,overcast clouds,6.4667,12.6333,Tibati Hotel
27,Chake Chake,TZ,78.33,clear sky,-5.2459,39.7666,Hotel Archipelago
29,Kalmunai,LK,78.55,clear sky,7.4167,81.8167,VS Villa
30,Hermanus,ZA,65.8,overcast clouds,-34.4187,19.2345,Misty Waves Boutique Hotel
32,Estelle,US,77.04,broken clouds,29.8458,-90.1067,Boomtown Casino & Hotel New Orleans
34,Pascagoula,US,77.56,clear sky,30.3658,-88.5561,Regency Inn
43,Muscat,OM,73.42,clear sky,23.6139,58.5922,Mutrah Hotel
45,Yamandu,SL,79.45,light rain,7.9362,-11.4928,
47,Amapa,BR,79.86,overcast clouds,1.0,-52.0,
48,Mecca,SA,74.86,clear sky,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
49,Caravelas,BR,79.03,light rain,-17.7125,-39.2481,Pousada dos Navegantes
50,Olinda,BR,85.73,broken clouds,-8.0089,-34.8553,Hotel Albergue de Olinda
52,Arraial Do Cabo,BR,80.56,broken clouds,-22.9661,-42.0278,Pousada Porto Praia
53,Nicoya,CR,87.35,clear sky,10.1483,-85.452,Las Cabinas Del Sueño
56,Salalah,OM,77.09,clear sky,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
58,Hambantota,LK,75.54,thunderstorm,6.1241,81.1185,Bungalow 63
60,Port Alfred,ZA,67.96,light rain,-33.5906,26.891,The Halyards Hotel
62,Hithadhoo,MV,81.72,broken clouds,-0.6,73.0833,Scoop Guest House
64,Bay Saint Louis,US,78.33,scattered clouds,30.3088,-89.33,The Abode Guest House
65,Antofagasta,CL,72.21,clear sky,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
66,Saint-Philippe,RE,78.39,few clouds,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
68,Bilma,NE,69.13,clear sky,18.6853,12.9164,Expeditions Ténére voyages
69,Chabahar,IR,75.78,clear sky,25.2919,60.643,هتل گدروشیا
70,Quatre Cocos,MU,78.91,scattered clouds,-20.2078,57.7625,Sunrise Attitude Hotel
71,Dingle,PH,71.4,broken clouds,10.9995,122.6711,SEGAYA PROPERTY
73,Kaputa,ZM,74.61,clear sky,-8.4689,29.6619,Chelelwa Charlets
76,Beloha,MG,76.42,clear sky,-25.1667,45.05,
77,Port Elizabeth,ZA,64.69,light rain,-33.918,25.5701,39 On Nile Guest House
78,San Cristobal,VE,78.98,overcast clouds,7.7669,-72.225,Posada Villaven C.A.
79,Bakel,SN,89.87,overcast clouds,14.905,-12.4568,Ablaye Diallo Bakel
80,Vila Velha,BR,78.75,few clouds,-20.3297,-40.2925,Quality Suites Vila Velha
83,Ambilobe,MG,78.94,clear sky,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
84,Conde,BR,83.66,moderate rain,-7.2597,-34.9075,Pousada Beija Flor
86,Garowe,SO,72.77,clear sky,8.4054,48.4845,Curubo Hotel
88,Pitimbu,BR,84.79,few clouds,-7.4706,-34.8086,Reserva do Abiaí
89,Santo Antonio Do Monte,BR,75.56,scattered clouds,-20.0872,-45.2936,Hotel São Bento
90,Caucaia,BR,87.75,few clouds,-3.7361,-38.6531,M.O.S. Logística - Filial Fortaleza
93,Ughelli,NG,81.72,overcast clouds,5.4899,6.0074,Prestige Hotel
94,Kyabe,TD,84.24,scattered clouds,9.4515,18.9449,
95,Arauca,CO,89.56,scattered clouds,7.0847,-70.7591,Hotel Verano Plaza
97,Tenenkou,ML,84.02,overcast clouds,14.4572,-4.9169,
100,Khudumelapye,BW,70.3,overcast clouds,-23.8833,24.75,
101,Pisco,PE,72.01,few clouds,-13.7,-76.2167,Hotel San Isidro Oficial
104,Rio Grande,BR,77.11,overcast clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
105,Kattivakkam,IN,80.69,scattered clouds,13.2167,80.3167,Euronova Freezer
106,Ponta Delgada,PT,67.5,broken clouds,37.7333,-25.6667,Vila Nova Hotel
108,Rawson,AR,82.45,clear sky,-43.3002,-65.1023,Hosteria Sampedro
112,Goure,NE,82.02,clear sky,13.9835,10.2704,
114,Santa Rosa,PH,76.98,broken clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
117,Souillac,MU,79.18,few clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
122,Vila Franca Do Campo,PT,67.19,overcast clouds,37.7167,-25.4333,Pestana Bahia Praia
128,Makokou,GA,71.96,light rain,0.5738,12.8642,Motel des voyageurs
131,Bonfim,BR,91.11,overcast clouds,3.0833,-59.95,
132,Bandarbeyla,SO,77.56,clear sky,9.4942,50.8122,JABIR HOTEL
133,Bosaso,SO,75.56,clear sky,11.2842,49.1816,Red Sea Hotel
134,Comodoro Rivadavia,AR,75.06,clear sky,-45.8667,-67.5,Austral Hotel
135,Chancay,PE,70.56,overcast clouds,-11.5714,-77.2672,Hotel Madre Perla
137,Cururupu,BR,84.16,scattered clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
138,Puerto Cabezas,NI,85.96,broken clouds,14.0351,-83.3888,Cabaña Caribe
140,Cidreira,BR,72.32,overcast clouds,-30.1811,-50.2056,Hotel Castelo
141,Saurimo,AO,67.06,light rain,-9.6608,20.3916,Hotel Kawissa Saurimo
143,Vila Do Maio,CV,75.99,overcast clouds,15.1333,-23.2167,Hotel Marilu
145,Kasongo-Lunda,CD,72.01,overcast clouds,-6.4667,16.8167,
146,Muisne,EC,77.0,overcast clouds,0.6,-80.0333,Quinta Samay
147,East London,ZA,67.14,light rain,-33.0153,27.9116,Tu Casa
149,Esmeraldas,BR,84.31,scattered clouds,-19.7625,-44.3139,Bom Será - Marcinho e Fernanda
153,Sao Joao Da Barra,BR,80.69,scattered clouds,-21.6403,-41.0511,Pousada Porto De Canoas
157,Hualmay,PE,71.55,overcast clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
158,Sinnamary,GF,78.71,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
159,Bahir Dar,ET,64.24,clear sky,11.5936,37.3908,"Delano Hotel, Bahir Dar"
165,Cayenne,GF,78.84,light rain,4.9333,-52.3333,Hôtel Le Dronmi
168,Sur,OM,73.72,clear sky,22.5667,59.5289,Sur Plaza Hotel
170,Bambous Virieux,MU,79.21,few clouds,-20.3428,57.7575,Casa Tia Villa
171,Cape Canaveral,US,79.09,clear sky,28.4058,-80.6048,Residence Inn by Marriott Cape Canaveral Cocoa Beach
172,Santa Maria,BR,87.1,clear sky,-29.6842,-53.8069,Hotel Morotin
173,Harper,LR,80.24,clear sky,4.375,-7.7169,Screensaver
176,Remedios,CU,79.72,clear sky,22.4947,-79.5458,Hostal Yunai
182,Sao Filipe,CV,76.33,overcast clouds,14.8961,-24.4956,Hotel Xaguate
183,Ugoofaaru,MV,82.53,clear sky,5.6667,73.0,Ungoofaaru Inn
186,Huarmey,PE,71.62,overcast clouds,-10.0681,-78.1522,Hotel Miramar
187,Mocuba,MZ,80.85,clear sky,-16.8392,36.9856,Phama Lodge
188,Chuy,UY,70.97,overcast clouds,-33.6971,-53.4616,Nuevo Hotel Plaza
190,Guane,CU,82.67,clear sky,22.2025,-84.0875,base de Campismo LosPortales de Guane
191,Coquimbo,CL,65.93,clear sky,-29.9533,-71.3436,Punto de encuentro
194,Nouadhibou,MR,67.98,clear sky,20.931,-17.0347,El Medina
195,Jhinjhak,IN,66.79,clear sky,26.5667,79.7333,Ram Palace
196,Viedma,AR,76.59,broken clouds,-40.8135,-62.9967,Hotel Cristal
197,Ondjiva,AO,77.65,overcast clouds,-17.0667,15.7333,COMBUESA
199,Port-Gentil,GA,82.36,broken clouds,-0.7193,8.7815,Fengshui Residence
200,Kumo,NG,82.45,clear sky,10.0447,11.2122,Ajegunle Lodge(corpers Lodge)
201,Dahanu,IN,75.15,clear sky,19.9667,72.7333,Pearline Beach Villas
202,Saldanha,ZA,66.25,moderate rain,-33.0117,17.9442,Blue Bay Lodge
204,Ormara,PK,75.42,clear sky,25.2088,64.6357,Crystal Beach and Camping Resort Ormara
205,Namibe,AO,71.53,clear sky,-15.1961,12.1522,Hotel Chik Chik Namibe
206,Chandur Bazar,IN,67.55,clear sky,21.2417,77.7456,Shri Tirupati Agro Agency
208,Gouyave,GD,83.17,scattered clouds,12.1646,-61.7296,Rumboat Retreat
209,Dwarka,IN,75.99,clear sky,22.2394,68.9678,Hotel Narayan Avezika Comfort
211,Cap Malheureux,MU,79.29,few clouds,-19.9842,57.6142,Pereybere Hotel & Spa
213,Urubicha,BO,85.75,light rain,-15.3833,-62.95,
215,Bhadasar,IN,65.57,clear sky,28.2833,74.3167,OMPRAKASH JAKHAR
218,Crateus,BR,86.38,overcast clouds,-5.1783,-40.6775,Orient Plaza Hotel
219,Minab,IR,71.1,clear sky,27.1467,57.0801,Bam campground
220,Touros,BR,88.7,overcast clouds,-5.1989,-35.4608,INN NEW HORIZON
221,Coihaique,CL,73.35,clear sky,-45.5752,-72.0662,Diego De Almagro Coyhaique
222,Aquiraz,BR,87.89,few clouds,-3.9014,-38.3911,Pousada Rua Camurupim
223,Saint-Pierre,RE,78.48,few clouds,-21.3393,55.4781,Lindsey Hôtel
224,Itarema,BR,84.85,overcast clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
225,Umuarama,BR,88.81,clear sky,-23.7664,-53.325,HOTEL CAIUÁ
229,Bubaque,GW,81.5,few clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
230,Irmo,US,71.06,broken clouds,34.086,-81.1832,Hilton Garden Inn Columbia/Harbison
231,Ampanihy,MG,77.76,clear sky,-24.7,44.75,Angora Hotel
232,Hobyo,SO,79.32,scattered clouds,5.3505,48.5268,Halane Hotel and Restaurent
233,Oistins,BB,84.29,scattered clouds,13.0667,-59.5333,Butterfly Beach Hotel
234,Luanda,AO,78.31,broken clouds,-8.8368,13.2343,Hotel Fórum
237,Richards Bay,ZA,73.09,moderate rain,-28.783,32.0377,BON Hotel Waterfront Richards Bay
241,Rocha,UY,71.85,overcast clouds,-34.4833,-54.3333,Hotel Arrarte
243,Ancud,CL,65.73,clear sky,-41.8697,-73.8203,Hotel Arena Gruesa
244,Rio Gallegos,AR,71.65,broken clouds,-51.6226,-69.2181,Hotel Santa Cruz
245,Taoudenni,ML,64.63,clear sky,22.6783,-3.9836,
246,Adrar,MR,70.66,scattered clouds,20.5022,-10.0711,
252,Dhidhdhoo,MV,82.04,few clouds,6.8833,73.1,Dhidhoo beach
253,Dzilam Gonzalez,MX,83.77,clear sky,21.2833,-88.9333,posadas
254,Fomboni,KM,82.42,scattered clouds,-12.28,43.7425,Auberge les abou
255,Mana,GF,80.53,overcast clouds,5.6592,-53.7767,LE SAMANA
256,Impfondo,CG,73.0,overcast clouds,1.6381,18.0667,Auberge La Place de Jules
257,Umm Kaddadah,SD,78.19,clear sky,13.6017,26.6876,
261,Xuddur,SO,78.85,clear sky,4.1213,43.8894,Banjanay Hotel
262,San Rafael,AR,67.23,broken clouds,-34.6177,-68.3301,Hotel San Rafael
263,Rio Brilhante,BR,94.84,overcast clouds,-21.8019,-54.5464,Hotel Cattani
268,Arlit,NE,75.45,few clouds,18.7369,7.3853,Case de Passage De la Prefecture
271,Guarapari,BR,78.69,scattered clouds,-20.6667,-40.4975,Hotel Porto do Sol
272,Chipinge,ZW,69.06,clear sky,-20.1883,32.6236,Chipinge Breeze Lodge
273,Pangoa,PE,85.23,light rain,-12.1167,-73.0,
274,Yangambi,CD,72.72,light rain,0.8102,24.4336,
275,Grand Gaube,MU,79.38,light rain,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
276,Buenos Aires,AR,78.93,scattered clouds,-34.6132,-58.3772,Hotel NH Buenos Aires City
277,Les Cayes,HT,85.03,scattered clouds,18.2,-73.75,Villa Orphee
278,Adeje,ES,66.56,few clouds,28.1227,-16.726,Gran Tacande Wellness & Relax
279,Bonthe,SL,81.27,overcast clouds,7.5264,-12.505,Bonthe Holiday Village
280,Antalaha,MG,76.17,light rain,-14.9003,50.2788,Hotel Vitasoa
281,Barentu,ER,76.78,clear sky,15.1139,37.5928,
282,Takoradi,GH,81.32,few clouds,4.8845,-1.7554,Raybow International Hotel
283,Okitipupa,NG,79.18,broken clouds,6.5047,4.7839,Coastal Hotel & Suites
284,Barranca,PE,70.2,overcast clouds,-10.75,-77.7667,El Olivar Hospedaje
285,Los Llanos De Aridane,ES,64.15,scattered clouds,28.6585,-17.9182,Valle Aridane
288,Melchor De Mencos,GT,75.2,broken clouds,17.0686,-89.1522,Xultun Farm
289,Abeche,TD,80.65,clear sky,13.8292,20.8324,Assaleh Hamdan Haroune
291,Awassa,ET,65.77,broken clouds,7.05,38.4667,ፓራዳይስ ሆቴል ሀዋሳ / Paradise Hotel Hawassa
293,Oussouye,SN,89.78,overcast clouds,12.485,-16.5469,Auberge du Routard
294,Kavaratti,IN,81.28,broken clouds,10.5669,72.642,Hotels in Lakshadweep Islands
296,Ambovombe,MG,74.84,clear sky,-25.1667,46.0833,RELAHARA
297,Blantyre,MW,80.55,overcast clouds,-15.785,35.0085,Home Up Guest House
302,Belmonte,BR,82.4,few clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
305,Pimentel,PE,73.69,few clouds,-6.8367,-79.9342,Casona Del Muelle
308,Pital,CO,80.15,overcast clouds,2.2665,-75.8044,Finca el Rebaño Vida el Uvital
309,Mokobeng,BW,80.94,overcast clouds,-22.9965,27.6678,Omphile B. Molefhe
310,Kindu,CD,71.73,light rain,-2.95,25.95,Résidence Okanda
311,Mahibadhoo,MV,82.11,scattered clouds,3.7833,72.9667,Omadhoo Inn
312,Rio Branco,BR,88.41,light rain,-9.9747,-67.81,Inácio Palace Hotel
316,Kabalo,CD,74.26,clear sky,-6.05,26.9167,
317,Monrovia,LR,83.97,broken clouds,6.3005,-10.7969,Sunset Inn
318,Saint-Georges,GD,83.88,scattered clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
319,Meulaboh,ID,76.28,broken clouds,4.1363,96.1285,Kost Pria
320,Kalabo,ZM,79.66,overcast clouds,-14.97,22.6814,Sikakubete Guest House Kalabo Town Council
324,Manavalakurichi,IN,78.89,few clouds,8.1333,77.3,Muttom beach west
329,Tupiza,BO,69.03,overcast clouds,-21.45,-65.7167,La Torre Hotel
332,Conceicao Do Araguaia,BR,80.78,light rain,-8.2578,-49.2647,Tarumã Tropical Hotel
334,Taltal,CL,68.99,few clouds,-25.4,-70.4833,Residencial Karime
335,Baghmara,IN,64.67,overcast clouds,23.795,86.2085,Shankar tea shop
336,Lodwar,KE,84.58,clear sky,3.1191,35.5973,Solmar Gracious Hotel
337,Sawakin,SD,81.46,clear sky,19.1059,37.3321,فندق الدويم
338,Longavi,CL,93.06,clear sky,-35.9667,-71.6833,
339,Dourbali,TD,81.9,broken clouds,11.8091,15.8632,
340,Tonj,SS,83.8,clear sky,7.2737,28.6822,Lakan Hotel
343,Buchanan,LR,84.16,broken clouds,5.8808,-10.0467,Kamaneahn Hotel Inc
344,Puri,IN,68.52,heavy intensity rain,19.8,85.85,OYO 1577 Hotel Shree Hari Grand
348,Galle,LK,79.5,overcast clouds,6.0367,80.217,Amangalla
349,Inhambane,MZ,80.58,scattered clouds,-23.865,35.3833,Oceano
350,Eyl,SO,77.77,broken clouds,7.9803,49.8164,Amiin Hotel
351,Danville,US,73.09,clear sky,36.586,-79.395,"Holiday Inn Express Danville, an IHG Hotel"
353,Kralendijk,BQ,85.98,scattered clouds,12.15,-68.2667,Divi Flamingo Beach Resort & Casino
354,Aketi,CD,70.11,few clouds,2.7388,23.7833,
355,Navadwip,IN,64.44,overcast clouds,23.4167,88.3667,Conch Building
359,Mahajanga,MG,82.42,few clouds,-15.7167,46.3167,Restaurant Greedy Coco Lodge Majunga
364,Saint George,US,68.47,clear sky,37.1041,-113.5841,Best Western Plus Abbey Inn
366,Bengkulu,ID,75.74,moderate rain,-3.8004,102.2655,Grage Hotel Bengkulu
367,Havelock,US,75.2,broken clouds,34.8791,-76.9013,Sherwood Motel
369,Formiga,BR,76.5,broken clouds,-20.4644,-45.4264,Victor Plaza Hotel
372,Dabakala,CI,85.91,clear sky,8.3667,-4.4333,Hôtel Campement
373,Xai-Xai,MZ,82.06,clear sky,-25.0519,33.6442,Complexo da Familia
374,Dakoro,NE,76.42,broken clouds,14.5106,6.765,Shagon mai liverpool
375,Kaduqli,SD,81.1,clear sky,11.0167,29.7167,فندق الله جابو
376,Asosa,ET,68.34,clear sky,10.0667,34.5333,Blendana Hotel Assosa
379,Mineiros,BR,82.13,overcast clouds,-17.5694,-52.5511,Pilões Palace Hotel
382,Layou,VC,85.48,scattered clouds,13.2,-61.2667,Grace And Truth Campsite
383,Saint-Louis,SN,94.64,overcast clouds,16.3333,-15.0,
385,Goundam,ML,82.11,overcast clouds,16.4145,-3.6708,
386,Bongandanga,CD,71.96,light rain,1.5,21.05,
388,Birao,CF,79.52,clear sky,10.2849,22.7882,
393,Wattegama,LK,74.32,clear sky,6.7989,81.4808,
394,Carutapera,BR,83.82,overcast clouds,-1.195,-46.02,Lidera
395,Imbituba,BR,75.09,overcast clouds,-28.24,-48.6703,Praia Hotel Imbituba
398,Urumita,CO,90.01,overcast clouds,10.5589,-73.0123,LAS DELICIAS
399,Chimbote,PE,70.79,overcast clouds,-9.0853,-78.5783,Hotel Viera Chimbote
402,Caraballeda,VE,90.37,overcast clouds,10.6112,-66.8522,Hotel 15 Letras
404,Alappuzha,IN,78.84,overcast clouds,9.49,76.3264,Panoramic Sea Resort
407,Ati,TD,83.26,clear sky,13.2154,18.3353,
408,Saint-Joseph,RE,77.38,few clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
409,Laguna,US,69.96,mist,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
410,Agboville,CI,79.21,overcast clouds,5.928,-4.2132,hotel LE PRESTIGE
411,Coruripe,BR,81.79,scattered clouds,-10.1256,-36.1756,Pousada e Hotel Litoral Sul
412,San Carlos De Bariloche,AR,74.95,few clouds,-41.1456,-71.3082,Hotel Patagonia
413,Nsukka,NG,80.37,scattered clouds,6.8561,7.3927,Golden Eve Hotel
418,Maroua,CM,83.5,broken clouds,10.591,14.3159,Maroua Palace
419,Inirida,CO,79.99,overcast clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
420,Trelew,AR,87.51,clear sky,-43.249,-65.3051,Hotel Touring Club
421,Kutum,SD,72.16,clear sky,14.2,24.6667,Dibbo areaمنطقة دبو
422,Rio Cuarto,AR,75.67,overcast clouds,-33.1307,-64.3499,Grand Hotel Río Cuarto
424,Palotina,BR,94.24,scattered clouds,-24.2839,-53.84,Hotel Granfino
427,Mora,CM,78.35,overcast clouds,11.0461,14.1401,Hotel Emergence
429,Morondava,MG,80.29,clear sky,-20.2833,44.2833,La Case Bambou
430,Chinsali,ZM,74.95,scattered clouds,-10.5414,32.0816,Chisakatu Guest House
432,Bria,CF,79.12,few clouds,6.5423,21.9863,WFP Guesthouse
433,Cockburn Town,TC,79.65,few clouds,21.4612,-71.1419,Osprey Beach Hotel
436,La Asuncion,VE,73.13,scattered clouds,11.0333,-63.8628,Colinas de Matasiete
437,Gamba,GA,77.99,overcast clouds,-2.65,10.0,
441,Mayumba,GA,78.26,overcast clouds,-3.432,10.6554,LIKWALE LODGE
442,San Onofre,CO,84.99,overcast clouds,9.7359,-75.5263,Hotel Sinai
443,Mount Darwin,ZW,79.99,clear sky,-16.7725,31.5838,
445,Andros Town,BS,78.76,broken clouds,24.7,-77.7667,Hanks place
447,Tutoia,BR,89.58,overcast clouds,-2.7619,-42.2744,Pousada Guará's
449,Yarada,IN,79.12,broken clouds,17.65,83.2667,Vishranti
451,Acarau,BR,85.41,overcast clouds,-2.8856,-40.12,castelo pizzaria
453,Carnarvon,AU,71.67,clear sky,-24.8667,113.6333,Hospitality Carnarvon
455,Diapaga,BF,82.53,overcast clouds,12.0708,1.7889,
456,Kidal,ML,79.66,broken clouds,18.4411,1.4078,
465,Acari,PE,81.34,scattered clouds,-15.4311,-74.6158,HOSPEDAJE XIMENA
466,Humaita,BR,82.51,broken clouds,-7.5061,-63.0208,Corrêa Hotel
